0.09375,1,0.242954325,0.106292517
0.15625,1,0.242954325,0.106292517
0.3125,1,0.242954325,0.106292517
0.46875,1,0.242954325,0.106292517
0.625,1,0.242954325,0.106292517
0.78125,1,0.242954325,0.106292517
0.9375,1,0.242954325,0.106292517
0.09375,1,0.242954325,0.212585034
0.15625,1,0.242954325,0.212585034
0.3125,1,0.242954325,0.212585034
0.46875,1,0.242954325,0.212585034
0.625,1,0.242954325,0.212585034
0.78125,1,0.242954325,0.212585034
0.9375,1,0.242954325,0.212585034
0.09375,1,0.242954325,0.318877551
0.15625,1,0.242954325,0.318877551
0.3125,1,0.242954325,0.318877551
0.46875,1,0.242954325,0.318877551
0.625,1,0.242954325,0.318877551
0.78125,1,0.242954325,0.318877551
0.9375,1,0.242954325,0.318877551
0.09375,1,0.242954325,0.333333333
0.15625,1,0.242954325,0.333333333
0.3125,1,0.242954325,0.333333333
0.46875,1,0.242954325,0.333333333
0.625,1,0.242954325,0.333333333
0.78125,1,0.242954325,0.333333333
0.9375,1,0.242954325,0.333333333
0.09375,1,0.242954325,0.375
0.15625,1,0.242954325,0.375
0.3125,1,0.242954325,0.375
0.46875,1,0.242954325,0.375
0.625,1,0.242954325,0.375
0.78125,1,0.242954325,0.375
0.9375,1,0.242954325,0.375
0.09375,1,0.242954325,0.425170068
0.15625,1,0.242954325,0.425170068
0.3125,1,0.242954325,0.425170068
0.46875,1,0.242954325,0.425170068
0.625,1,0.242954325,0.425170068
0.78125,1,0.242954325,0.425170068
0.9375,1,0.242954325,0.425170068
0.15625,1,0.364431487,0.106292517
0.3125,1,0.364431487,0.106292517
0.46875,1,0.364431487,0.106292517
0.625,1,0.364431487,0.106292517
0.78125,1,0.364431487,0.106292517
0.9375,1,0.364431487,0.106292517
0.15625,1,0.364431487,0.212585034
0.3125,1,0.364431487,0.212585034
0.46875,1,0.364431487,0.212585034
0.625,1,0.364431487,0.212585034
0.78125,1,0.364431487,0.212585034
0.9375,1,0.364431487,0.212585034
0.15625,1,0.364431487,0.318877551
0.3125,1,0.364431487,0.318877551
0.46875,1,0.364431487,0.318877551
0.625,1,0.364431487,0.318877551
0.78125,1,0.364431487,0.318877551
0.9375,1,0.364431487,0.318877551
0.15625,1,0.364431487,0.333333333
0.3125,1,0.364431487,0.333333333
0.46875,1,0.364431487,0.333333333
0.625,1,0.364431487,0.333333333
0.78125,1,0.364431487,0.333333333
0.9375,1,0.364431487,0.333333333
0.15625,1,0.364431487,0.375
0.3125,1,0.364431487,0.375
0.46875,1,0.364431487,0.375
0.625,1,0.364431487,0.375
0.78125,1,0.364431487,0.375
0.9375,1,0.364431487,0.375
0.15625,1,0.364431487,0.425170068
0.3125,1,0.364431487,0.425170068
0.46875,1,0.364431487,0.425170068
0.625,1,0.364431487,0.425170068
0.78125,1,0.364431487,0.425170068
0.9375,1,0.364431487,0.425170068
0.15625,1,0.364431487,0.4375
0.3125,1,0.364431487,0.4375
0.46875,1,0.364431487,0.4375
0.625,1,0.364431487,0.4375
0.78125,1,0.364431487,0.4375
0.9375,1,0.364431487,0.4375
0.15625,1,0.364431487,0.520833333
0.3125,1,0.364431487,0.520833333
0.46875,1,0.364431487,0.520833333
0.625,1,0.364431487,0.520833333
0.78125,1,0.364431487,0.520833333
0.9375,1,0.364431487,0.520833333
0.15625,1,0.364431487,0.531462585
0.3125,1,0.364431487,0.531462585
0.46875,1,0.364431487,0.531462585
0.625,1,0.364431487,0.531462585
0.78125,1,0.364431487,0.531462585
